Country,Province/State (if applicable),English name,FEATURES FOR REVERSE INDEX,Short Bilingual name ( Button Box name),Full Bilingual name,Japanese Title,Type,City (if applicable and lots of instances),Video file name (all mp4),Notes,Upload date,Source,
Italy,,Phoenician Steps 1,"Italy, Capri, Phoenician Steps, Mediterranean Sea",La Scala Fenicia 1,"Phoenician Steps 1, Capri, Italy / L'escalier Phénicien n.1, Capri, Italie",,Walk,,IT - PHOENICIAN STEPS 1,36,04/05/2022,Isaac,
Italy,,Phoenician Steps 2,"Italy, Capri, Phoenician Steps, Mediterranean Sea",La Scala Fenicia 2,"Phoenician Steps 2, Capri, Italy / L'escalier Phénicien n.2, Capri, Italie",,Walk,,IT - PHOENICIAN STEPS 2,37,04/05/2022,Isaac,
Italy,,Pitigliano 1,"Italy, Pitigliano, small town, architecture",Pitigliano 1,"Pitigliano 1, Italy / Pitigliano n.1, Italie",,Walk,,IT - PITIGLIANO 1,38,04/05/2022,Isaac,
Italy,,Pitigliano 2,"Italy, Pitigliano, small town, architecture",Pitigliano 2,"Pitigliano 2, Italy / Pitigliano n.2, Italie",,Walk,,IT - PITIGLIANO 2,39,04/05/2022,Isaac,
Italy,,Pompeii 1,"Italy, Campagna, Pompeii, ancient history, architecture, ruins",Pompeii 1,"Pompeii 1, Campagna, Italy / Pompéi n.1, Campanie, Italie",,Walk,,IT - POMPEII 1,48,04/05/2022,Isaac,
Italy,,Pompeii 2,"Italy, Campagna, Pompeii, ancient history, architecture, ruins",Pompeii 2,"Pompeii 2, Campagna, Italy / Pompéi n.2, Campanie, Italie",,Walk,,IT - POMPEII 2,49,04/05/2022,Isaac,
Italy,,Ponza 1,"Italy, Ponza, Mediterranean Sea, boats, harbour",Ponza 1,"Ponza 1, Italy /Ponza n.1, Italie",,Walk,,IT - PONZA 1,55,04/05/2022,Isaac,
Italy,,Ponza 2,"Italy, Ponza, small town, architecture",Ponza 2,"Ponza 2, Italy /Ponza n.2, Italie",,Walk,,IT - PONZA 2,56,04/05/2022,Isaac,
Italy,,Portofino 1,"Italy, Portofino, harbour, boats",Portofino 1,"Portofino 1, Italy / Portofino n.1, Italie",,Walk,,IT - PORTOFINO 1,94,04/05/2022,Isaac,
Italy,,Portofino 2,"Italy, Portofino, harbour, boats",Portofino 2,"Portofino 2, Italy / Portofino n.2, Italie",,Walk,,IT - PORTOFINO 2,97,04/05/2022,Isaac,
Italy,,Portofino 3,"Italy, Portofino, bike ride",Portofino 3,"Portofino 3, by bike, Italy / Portofino n.3,  à vélo, Italie",,Bike,,IT - PORTOFINO 3 BY BIKE,92,04/05/2022,Isaac,
Italy,,Procida 1,"Italy, Campania, Procida, waterfront",Procida 1,"Procida 1, Campania, Italy / Procida n.1, Campanie, Italie",,Walk,,IT - PROCIDA 1,18,04/05/2022,Isaac,
Italy,,Procida 2,"Italy, Campania, Procida, waterfront",Procida 2,"Procida 2, Campania, Italy / Procida n.2, Campanie, Italie",,Walk,,IT - PROCIDA 2,19,04/05/2022,Isaac,
Italy,,Procida Bike Ride 1,"Italy, Campania, Procida, waterfront, bike ride",Procida 3,"Procida 3, Bike Ride, Campania, Italy / Procida 3, à vélo, Campanie, Italie",,Bike,,IT - PROCIDA 3 BY BIKE,91,04/05/2022,Isaac,
Italy,,Procida Bike Ride 2,"Italy, Campania, Procida, waterfront, bike ride",Procida 4,"Procida 4, Bike Ride, Campania, Italy / Procida 4, à vélo, Campanie, Italie",,Bike,,IT - PROCIDA 4 BY BIKE,90,04/05/2022,Isaac,
Italy,,Roman Forum 1,"Italy, Rome, Roman Forum, ancient history",Rome 1,"Roman Forum 1, Rome, Italy / Le Forum de Rome n.1, Rome, Italie",,Walk,,IT - ROMAN FORUM 1,59,04/05/2022,Isaac,
Italy,,Roman Forum 2,"Italy, Rome, Roman Forum, ancient history",Rome 2,"Roman Forum 2, Rome, Italy / Le Forum de Rome n.2, Rome, Italie",,Walk,,IT - ROMAN FORUM 2,60,04/05/2022,Isaac,
Italy,,Rome River Ride,"Italy, Rome, Tiber Cycling Lane, river, bike ride",Rome 5,"Tiber Cycling Lane, Rome, Italy / À vélo sur les rives du Tibre, Rome, Italie",,Bike,,IT - ROME 5 TIBER CYCLING LANE,72,04/05/2022,Isaac,
Italy,,Sant Angelo 1,"Italy, Naples, Sant Angelo, Waterfront",Sant Angelo 1,"Sant Angelo 1, Naples, Italy / Sant Angelo n.1, Naples, Italie",,Walk,,IT - SANT ANGELO 1,42,04/05/2022,Isaac,
Italy,,Sant Angelo 2,"Italy, Naples, Sant Angelo, Waterfront",Sant Angelo 2,"Sant Angelo 2 Naples, Italy / Sant Angelo n.2, Naples, Italie",,Walk,,IT - SANT ANGELO 2,43,04/05/2022,Isaac,
Italy,,Sasseto Forest 1,"Italy, Sasseto Forest, hike, nature, trail",Sasseto 1,"Sasseto Forest 1, Italy / La Forêt de Sasseto n.1, Italie",,Walk,,IT - SASSETO FOREST 1,32,04/05/2022,Isaac,
Italy,,Sasseto Forest 2,"Italy, Sasseto Forest, hike, nature, trail",Sasseto 2,"Sasseto Forest 2, Italy / La Forêt de Sasseto n.2, Italie",,Walk,,IT - SASSETO FOREST 2,33,04/05/2022,Isaac,
Italy,,Sermoneta 1,"Italy, Sermoneta, small town, architecture",Sermoneta 1,"Sermoneta 1, Italy / Sermoneta n.1, Italie",,Walk,,IT - SERMONETA 1,34,04/05/2022,Isaac,
Italy,,Sermoneta 2,"Italy, Sermoneta, small town, architecture",Sermoneta 2,"Sermoneta 2, Italy / Sermoneta n.2, Italie",,Walk,,IT - SERMONETA 2,35,04/05/2022,Isaac,
Italy,,Sorrento 1,"Italy, Sorrento",Sorrento 1,"Sorrento 1, Italy / Sorrente n.1, Italie",,Walk,,IT - SORRENTO 1,0,04/05/2022,Isaac,
Italy,,Sorrento 2,"Italy, Sorrento",Sorrento 2,"Sorrento 2, Italy / Sorrente n.2, Italie",,Walk,,IT - SORRENTO 2,63,04/05/2022,Isaac,
Italy,,Sorrento 3,"Italy, Sorrento",Sorrento 3,"Sorrento 3, Italy / Sorrente n.3, Italie",,Walk,,IT - SORRENTO 3,54,04/05/2022,Isaac,
Italy,,Venice Canals 1,"Italy, Venice, Canals",Venice 1,"Venice Canals 1, Italy / Les canaux de Venise n.1, Italie",,Boat,,IT - VENICE CANALS 1,61,04/05/2022,Isaac,
Italy,,Venice Canals 2,"Italy, Venice, Canals",Venice 2,"Venice Canals 2, Italy / Les canaux de Venise n.2, Italie",,Boat,,IT - VENICE CANALS 2,62,04/05/2022,Isaac,
Italy,,Venice Night Walk 1,"Italy, Venice, Canals, night, shopping",Venice 3,"Venice Night Walk 1, Italy / Nuit à Venise, Promenade n.1, Italie",,Walk,,IT - VENICE NIGHT WALK 1,64,04/05/2022,Isaac,
Italy,,Venice Night Walk 2,"Italy, Venice, Canals, night, shopping",Venice 4,"Venice Night Walk 2, Italy / Nuit à Venise, Promenade n.2, Italie",,Walk,,IT - VENICE NIGHT WALK 2,65,04/05/2022,Isaac,
Italy,,Venice Night Walk 3,"Italy, Venice, Canals, night, shopping",Venice 5,"Venice Night Walk 3, Italy / Nuit à Venise, Promenade n.3, Italie",,Walk,,IT - VENICE NIGHT WALK 3,66,04/05/2022,Isaac,
Italy,,Via Tiberio 1,"Italy, Capri, Via Tiberio, Mediterranean Sea",Via Tiberio 1,"Via Tiberio 1, Capri, Italy / Via Tiberio n.1, Capri, Italie",,Walk,,IT - VIA TIBERIO 1,2,04/05/2022,Isaac,
Italy,,Via Tiberio 2,"Italy, Capri, Via Tiberio, Mediterranean Sea",Via Tiberio 2,"Via Tiberio 2, Capri, Italy / Via Tiberio n.2, Capri, Italie",,Walk,,IT - VIA TIBERIO 2,3,04/05/2022,Isaac,
Japan,,2 Shinto Shrines,"Japan, Aichi, Temples, Shinto, Shrines, Hotta Inari Shrine, Toyoishi Shrine, residential area, drone, torii, park, garden, trees, funny",Shinto Shrines/Temples Shintoïstes,"2 Shinto Shrines, Aichi, Japan / 2 Temples Shintoïstes, Aichi, Japon",2 神社・愛知県 日本,Drone,,JP - SHINTO SHRINES,re-edited with Japanese titles Sept 2024,09/12/2022,Mark,new version 09/2024
Japan,,Akihabara 1,"Japan, Tokyo, Akihabara, City, shopping, streets, billboards",Akihabara 1,"Akihabara 1, Tokyo, Japan / Akihabara n.1, Tokyo, Japon",秋葉原 1、東京、日本,Walk,Tokyo,JP - AKIHABARA 1,re-edited with Japanese titles Sept 2024,09/12/2022,Mark,new version 09/2024
Japan,,Akihabara 2,"Japan, Tokyo, Akihabara, City, shopping, streets, billboards",Akihabara 2,"Akihabara 2, Tokyo, Japan / Akihabara n.2, Tokyo, Japon",秋葉原 2、東京、日本,Walk,Tokyo,JP - AKIHABARA 2,re-edited with Japanese titles Sept 2024,09/12/2022,Mark,new version 09/2024
Japan,,Ginkaku-ji 1,"Japan, Kyoto, Ginkaku-ji, Temple, park, stroll, history, architecture, nature, trees, gardens, bonsai, forest",Ginkaku-ji 1,"The Silver Temple #1, Kyoto, Japan / Le Pavillion D'Argent No.1, Kyoto, Japon",銀閣寺 1,Walk,Kyoto,JP - GINKAKU-JI 1,,05/09/2024,Mark,
Japan,,Ginkaku-ji 2,"Japan, Kyoto, Ginkaku-ji, Nature, park, trees, pond, mountains, forest, garden, history, moss",Ginkaku-ji 2,"The Silver Temple #2, Kyoto, Japan / Le Pavillion D'Argent No.2, Kyoto, Japon",銀閣寺 2,Walk,Kyoto,JP - GINKAKU-JI 2,,05/09/2024,Mark,
Japan,,Gion Matsuri,"Japan, Kyoto, Gion Matsuri, Festival, parade, floats, history, art, sculpture, city, streets, traditional costumes",Gion Matsuri,"Gion Festival, Kyoto, Japan / Festival Gion, Kyoto, Japon",祇園祭,Walk,Kyoto,JP - GION FESTIVAL,,05/09/2024,Hiro,
Japan,,Kinkaku-Ji,"Japan, Kyoto, Golden Temple, park, stroll, history, nature, trees, garden, pond",Kinkaku-Ji,"The Golden Temple, Kyoto, Japan / Le Temple du Pavillion d'or, Kyoto, Japon",金閣寺,Walk,Kyoto,JP - KINKAKU-JI,,05/09/2024,Mark,
Japan,,Kiyomizu-Dera,"Japan, Kyoto, Kiyomizu-Dera, Buddhism, Temple, architecture, history, trees, bamboo forest, fountain, garden, pond",Kiyomizu-Dera,"Kiyomizu-Dera in the rain, Kyoto, Japan / Kiyomizu-Dera sous la pluie, Kyoto, Japon",雨の中の清水寺,Walk,Kyoto,JP - KIYOMIZU-DERA,,05/09/2024,Mark,
Japan,,Nagoya Expressways,"Japan, Nagoya, Expressways, Highways, driving, cars, city, buildings",Nagoya Autoroutes,"Expressways, Nagoya, Japan / Autoroutes, Nagoya, Japon",名古屋自動車道,Drive,Nagoya,JP - NAGOYA EXPRESSWAYS,re-edited with Japanese titles Sept 2024,19/12/2022,Mark,new version 09/2024
Japan,,Philospher's Walk,"Japan, Kyoto, Philosopher's Walk, stroll, park, path, trees, river, canal, city",Philosopher's Walk /Promenade du philosophe,"Philosopher's Walk, Kyoto, Japan / Promenade du philosophe, Kyoto, Japon",哲学の道,Walk,Kyoto,JP - PHILOSOPHER_S WALK,,05/09/2024,Mark,
Japan,,Senso-Ji ,"Japan, Tokyo, Senso-Ji, Temple, Buddhism, Nakamise-dori, history, architecture",Senso-Ji,"Senso-Ji Temple, Tokyo, Japan / Temple Senso-Ji, Tokyo, Japan",浅草寺,Walk,Tokyo,JP - SENSO-JI,,05/09/2024,Mark,
Japan,,Shiba Park & Tokyo Tower,"Japan, Tokyo, Shiba Park, Tokyo Tower, architecture, garden, park, trees, shrine",Shiba Park/Parc - Tokyo Tower/Tour,"Shiba Park & Tokyo Tower, Tokyo, Japan / Parc Shiba et Tour de Tokyo, Tokyo, Japon",芝公園と東京タワー,Walk,Tokyo,JP - SHIBA PARK & TOKYO TOWER,,05/09/2024,Mark,
Japan,,Walk to Kita-No-Maru Park,"Japan, Tokyo, bookstores, stroll, city, park, history",Kita-No-Maru,"Walk to Kita-No-Maru Park, Tokyo, Japan / Promenade au parc Kita-No-Maru, Tokyo, Japon",北の丸公園まで歩く,Walk,Tokyo,JP - KINKAKU-JI,,05/09/2024,Mark,
Japan,,Zenko-Ji,"Japan, Nagano, Temple, architecture, religion, Buddhism, history, shopping",Zenko-Ji,"Zenko-Ji Temple, Nagano, Japan  /Temple Zenko-Ji, Nagano, Japon","善光寺, 長野県, 日本",Walk,Nagano,,,23/09/2024,Hiro,
Portugal,,Portugal 1,"Portugal, Costa da Caparica, Beach, Atlantic Ocean, Boardwalk, stroll, drone, jetty, waves, sunset",Portugal 1,"Evening Walk / Promenade en soirée , Costa da Caparica, Portugal",,Walk,,,,25/04/2023,Mark,
Portugal,,Portugal 2,"Portugal, Lisbon, Praça do Comércio, architecture, drone, city square, plaza, tiles, mosaic, art, sculpture, monument",Portugal 2,"Praça do Comércio, Lisbon / Lisbonne, Portugal",,Walk,Lisbon,,,25/04/2023,Mark,
Portugal,,Portugal 3,"Portugal, Lisbon, Praça do Rossio, Market, shopping, architecture, sqaure, plaza, monument,  tiles, mosaic",Portugal 3,"Walk to the Praça do Rossio / Promenade au Praça do Rossio, Lisbon /Lisbonne, Portugal",,Walk,Lisbon,,,25/04/2023,Mark,
Portugal,,Portugal 4,"Portugal, Costa da Caparica, drone, stroll, residential, trees",Portugal 4,"Above Costa da Caparica /Au-dessus de Costa da Caparica, Portugal",,Drone,,,plus walk,25/04/2023,Mark,
Portugal,,Portugal 5,"Portugal, Sintra, Moorish Castle, history, architecture, trees, mountains, view, drone",Portugal 5,"Moorish Castle / Le Château des Maures, Sintra, Portugal",,Walk,Sintra,,,25/04/2023,Mark,
Portugal,,Portugal 6,"Portugal, Lisbon, waterfront, Atlantic Ocean, dreon, stroll, boats, sailboats, Tagus River, ferry",Portugal 6,"Lisbon Waterfront / Au bord de l'eau à Lisbonne, Portugal",,Drone,Lisbon,,plus walk & ferry,25/04/2023,Mark,
Portugal,,Portugal 7,"Portugal, Trafaria, stroll, houses, boats, River Tagus, Atlantic Ocean, beach",Portugal 7,"Trafaria, Portugal",,Drone,,,plus walk,25/04/2023,Mark,
Portugal,,Portugal 8,"Portugal, Lisbon, Almada, Christo Rei Statue, trees, park, monument",Portugal 8,"Cristo Rei Statue / Statue du Cristo Rei, Almada, Portugal",,Walk,Almada,,plus drone,25/04/2023,Mark,
Portugal,,Portugal 9,"Portugal, Lisbon, Alcantara, residential, architecture, stroll, houses, streets",Portugal 9,"Alcântara, Lisbon / Lisbonne, Portugal",,Walk,Lisbon,,,25/04/2023,Mark,
Portugal,,Portugal 10,"Portugal, Sintra, National Palace of Pena, Castle, architecture, history, tiles, mosaic, view, trees, nature",Portugal 10,"Park & National Palace of Pena / Parc et Palais national de Pena, Sintra, Portugal",,Walk,Sintra,,,25/04/2023,Mark,
Portugal,,Portugal 11,"Portugal, Lisbon, Chiado, stroll, walk, streets, tiles, mosaic, architecture",Portugal 11,"Chiado, Lisbon / Lisbonne, Portugal",,Walk,Lisbon,,,25/04/2023,Mark,
South Korea,,South Korea 1,"South Korea, Seoul, highway, tunnels, drive, summer, cars",South Korea/ Corée du Sud 1,"Seoul, South Korea 1 / Corée du Sud n.1 ",,Drive,,KR - SOUTH KOREA 1,,17/06/2022,Sunny,
South Korea,,South Korea 2,"South Korea, Wonju, Dasu-Ri,  highway, countryside, drive, summer, mountains, trees, farms",South Korea/ Corée du Sud 2,"Wonju to / á Dasu-Ri, South Korea 2 / Corée du Sud n.2 ",,Drive,,KR - SOUTH KOREA 2,,17/06/2022,Sunny,
South Korea,,South Korea 3,"South Korea, Dasu-Ri, Anheung-Ri, Uhang-Ri, highway, countryside, drive, summer, mountains, trees, farms",South Korea/ Corée du Sud 3,"Dasu-Ri - Anheung-Ri - Uhang-Ri, South Korea 3 / Corée du Sud n.3 ",,Drive,,KR - SOUTH KOREA 3,,17/06/2022,Sunny,
South Korea,,South Korea 4,"South Korea,  Hwagae, Gwangpyeong-Ri, highway, countryside, drive, summer, mountains, trees, farms, river",South Korea/ Corée du Sud 4,"Hwagae to / á Gwangpyeong-Ri, South Korea 4 / Corée du Sud n.4",,Drive,,KR - SOUTH KOREA 4,,17/06/2022,Sunny,
South Korea,,South Korea 5,"South Korea, Tongyeong, Jinju, highway, drive, summer, mountains, ",South Korea/ Corée du Sud 5,"Tongyeong to / á Jinju, South Korea 5 / Corée du Sud n.5",,Drive,,KR - SOUTH KOREA 5,,17/06/2022,Sunny,
South Korea,,South Korea 6,"South Korea, Seoul, Tongyeong, walk, summer, park, riverside, trees, flowers, waterfront, ocean, boats",South Korea/ Corée du Sud 6,"Seoul & Tongyeong, South Korea 6 / Corée du Sud n.6 ",,Walk,,KR - SOUTH KOREA 6,,17/06/2022,Sunny,
South Korea,,South Korea 7,"South Korea, Seogwepo, Jeju, highway, drive, trees, summer, palm trees",South Korea/ Corée du Sud 7,"Seogwipo, Jeju,  South Korea 7 / Corée du Sud n.7",,Drive,,KR - SOUTH KOREA 7,,17/06/2022,Sunny,
Switzerland,,Zurich Bike Ride 1,"Switzerland, Zurich, residential, streets, bike ride, autumn, fall, architecture, tunnel",Zurich 1,"Zurich Bike Ride 1, Switzerland / Zurich à vélo 1, Suisse",,Bike,Zurich,CH - ZURICH BIKE RIDE 1,,04/05/2022,Juhie,
Switzerland,,Zurich Bike Ride 2,"Switzerland, Zurich, autumn, fall, streets, bike ride, downtown",Zurich 2,"Zurich Bike Ride 2, Switzerland / Zurich à vélo 2, Suisse",,Bike,Zurich,CH - ZURICH BIKE RIDE 2,,04/05/2022,Juhie,
Switzerland,,Zurich Bike Ride 3,"Switzerland, Zurich, residential, streets, bike ride, Limmat River, riverside, trees, bridges, autumn, fall",Zurich 3,"Zurich Bike Ride 3, Switzerland / Zurich à vélo 3, Suisse",,Bike,Zurich,CH - ZURICH BIKE RIDE 3,,04/05/2022,Juhie,
Switzerland,,Zurich Bike Ride 4,"Switzerland, Zurich, residential, streets, bike ride, Limmat River, riverside, trees, bridges, autumn, fall",Zurich 4,"Zurich Bike Ride 4, Switzerland / Zurich à vélo 4, Suisse",,Bike,Zurich,CH - ZURICH BIKE RIDE 4,,,Juhie,
Thailand,,Bangkok Markets,"Thailand, Bangkok, market, night market",Bangkok 1,"Bangkok Markets, Thailand / Marchés de Bangkok, Thaïlande",,Walk,Bangkok,TH - BANGKOK MARKETS,,07/09/2023,David's nephew Michael Pastor,
Thailand,,Bangkok Streets,"Thailand, Bangkok, city, motorcycles, architecture",Bangkok 2,"Bangkok Streets, Thailand / Rues de Bangkok, Thaïlande",,Walk,Bangkok,TH - BANGKOK STREETS,,07/09/2023,David's nephew Michael Pastor,
USA,California,Highway 152 ,"USA, California, Highway 152, mountains, highway, drive",Highway 152 / Autoroute 152 ,"Highway 152 / Autoroute 152, California USA / Californie, États-Unis",,Drive,,,,07/07/2023,YiFei,
USA,California,Pacheco Pass,"USA, California, Pacheco Pass, Highway, mountains, drive",Pacheco Pass / Col Pacheco,"Pacheco Pass Highway / Autoroute du Col Pacheco, California, USA / Californie, États-Unis",,Drive,,,,07/07/2023,YiFei,
USA,California,San Francisco 1,"USA, California, San Francisco, San Francisco Bay, Pacific Ocean, summer, waterfront, boats, bicycles, walk",San Francisco 1,"San Francisco 1, California, USA / San Francisco n.1, Californie, États-Unis",,Walk,San Francisco,US - CA - SAN FRANCISCO 1,6,04/05/2022,Isaac,
USA,California,San Francisco 2,"USA, California, San Francisco, San Francisco Bay, Pacific Ocean, Golden Gate Bridge, beach, dogs, summer, waterfront, bicycles, walk",San Francisco 2,"San Francisco 2, California, USA / San Francisco n.2, Californie, États-Unis",,Walk,San Francisco,US - CA - SAN FRANCISCO 2,7,04/05/2022,Isaac,
USA,California,San Francisco 3,"USA, California, San Francisco, Chinatown, walk",San Francisco 3,"San Francisco 3, California, USA / San Francisco n.3, Quartier Chinois, Californie, États-Unis",,Walk,San Francisco,US - CA - SAN FRANCISCO 3,8,04/05/2022,Isaac,
USA,California,San Francisco 4,"USA, California, San Francisco, Chinatown, walk, shopping",San Francisco 4,"San Francisco 4, Chinatown, California, USA / San Francisco n.4, Quartier Chinois, Californie, États-Unis",,Walk,San Francisco,US - CA - SAN FRANCISCO 4,9,04/05/2022,Isaac,
USA,California,Topanga Canyon 1,"USA, California, Topanga Canyon, Hike, mountains, nature, rocks",Topanga Canyon 1,"Topanga Canyon 1 / n.1, California / Californie",,Walk,,,,07/07/2023,David Serber,
USA,California,Topanga Canyon 2,"USA, California, Topanga Canyon, Hike, mountains, nature",Topanga Canyon 2,"Topanga Canyon 2 / n.2, California / Californie",,Walk,,,,07/07/2023,David Serber,
USA,California,Venice Beach L.A.,"USA, California, Los Angeles, L.A., Venice Beach, Palm trees, skateboarding, city",Venice Beach,"Walk to / Promenade à Venice Beach, Los Angeles, California / Californie",,Walk,Los Angeles,,,07/07/2023,YiFei,
USA,California,Yosemite Park 1,"USA, California, Yosemite Park, trees, nature, forest, mountains, drive, riverside",Yosemite 1,"Yosemite Park 1 / Parc Yosemite 1, California, USA / Californie, États-Unis",,Drive,,,,08/07/2023,YiFei,
USA,California,Yosemite Park 2,"USA, California, Yosemite Park, Mist Trail, trees, nature, forest, hike, mountains",Yosemite 2,"Yosemite Park 2 / Parc Yosemite 2, California, USA / Californie, États-Unis",,Walk,,,,07/07/2023,YiFei,
USA,Illinois,"Chicago 1, Michigan Avenue","USA, Illinois, Chicago, Michigan Avenue, walk, city streets",Chicago 1,"Michigan Avenue / Avenue Michigan , Chicago, Illinois",,Walk,Chicago,US - IL - CHICAGO 1,,16/09/2022,YIFei,
USA,Illinois,"Chicago 2, To the Art Institute","USA, Illinois, Chicago, Art Institute, walk, city streets",Chicago 2,"To the Art Institute, Chicago, Illinois /  Vers l'Institut d'Art,  Chicago, Illinois",,Walk,Chicago,US - IL - CHICAGO 2,,22/09/2022,YIFei,
USA,New York,Broadway NYC,"USA, New York State, New York City, Broadway, streets, architecture, downtown",Broadway NYC,"Broadway, New York City",,Walk,New York City,,,10/04/2024,David Serber,
USA,Washington,Green Lake 1,"USA, Washington State, park, trail, hike, trees, forest, summer",Green Lake 1,"Green Lake 1, Seattle, Washington, USA / Lac Green n.1, Seattle, Washington, États-Unis",,Walk,,US - WA - GREEN LAKE 1,10,04/05/2022,Isaac,
USA,Washington,Green Lake 2,"USA, Washington State, park, trail, hike, trees, forest, summer",Green Lake 2,"Green Lake 2, Seattle, Washington, USA / Lac Green n.2, Seattle, Washington, États-Unis",,Walk,,US - WA - GREEN LAKE 2,11,04/05/2022,Isaac,
USA,Washington,Mt St Helens 1,"USA, Washington State, park, trail, hike, trees, forest, summer",Mount St Helens 1,"Mount St Helens 1, Washington, USA / Mont St Helens n.1, Washington, États-Unis",,Walk,,US - WA - MOUNT ST HELENS 1,46,04/05/2022,Isaac,
USA,Washington,Mt St Helens 2,"USA, Washington State, park, trail, hike, trees, forest, summer",Mount St Helens 2,"Mount St Helens 2, Washington, USA / Mont St Helens n.2, Washington, États-Unis",,Walk,,US - WA - MOUNT ST HELENS 2,47,04/05/2022,Isaac,
USA,Washington,Seattle Pike Place,"USA, Washington State, Seattle, Pike Place, walk",Pike Place,"Pike Place, Seattle, Washington, USA / Place Pike, Seattle, Washington, États-Unis",,Walk,Seattle,US - WA - SEATTLE PIKE PLACE,79,04/05/2022,Isaac,
USA,Washington,Seattle Waterfront 1,"USA, Washington State, Seattle, park, summer",Seattle 1,"Seattle Waterfront 1, Washington, USA / Au bord de la mer n.1, Seattle, Washington, États-Unis",,Walk,Seattle,US - WA - SEATTLE WATERFRONT 1,81,04/05/2022,Isaac,
USA,Washington,Seattle Waterfront 2,"USA, Washington State, Seattle, park, summer",Seattle 2,"Seattle Waterfront 2, Washington, USA / Au bord de la mer n.2, Seattle, Washington, États-Unis",,Walk,Seattle,US - WA - SEATTLE WATERFRONT 2,83,04/05/2022,Isaac,
USA,Washington,Seattle Waterfront 3,"USA, Washington State, Seattle, park, summer",Seattle 3,"Seattle Waterfront 3, Washington, USA / Au bord de la mer n.3, Seattle, Washington, États-Unis",,Walk,Seattle,US - WA - SEATTLE WATERFRONT 3,!!!,04/05/2022,Isaac,
USA,Washington,Tumwater Falls 1,"USA, Washington State, park, trail, hike, trees, forest, summer",Tumwater Falls 1,"Tumwater Falls 1, Washington, USA / Les chutes Tumwater, n.1, Washington, États-Unis",,Walk,,US - WA - TUMWATER FALLS 1,77,04/05/2022,Isaac,
USA,Washington,Tumwater Falls 2,"USA, Washington State, park, trail, hike, trees, forest, summer",Tumwater Falls 2,"Tumwater Falls 2, Washington, USA / Les chutes Tumwater, n.2, Washington, États-Unis",,Walk,,US - WA - TUMWATER FALLS 2,78,04/05/2022,Isaac,
USA,New York,"Washington Square Park, NYC","USA, New York, park, architecture, city, summer, buskers, mime, fountain, landmark","Washington Square Park, NYC","Washington Square Park, New York City",,Walk,New York City,,,10/04/2024,David Serber,